reach,grip_close,idle,drop,away,grasp_hold,success_bonus,partial_credit,align_shape,dense_align,builtin,n_drops,n_grasped_steps,_align,_rise,_certified,_steps,_total,_disc,outcome
0.0,0.0,-11.200000000000005,0.0,0.0,0.0,150.0,0.0,0.0,0.0,56.59414923710645,0,8,0.4010880637468941,0.12416105004996913,1,28,195.39414923710643,158.5731996819158,CERTIFIED
0.0,0.0,-10.400000000000004,0.0,0.0,0.0,150.0,0.0,0.0,0.0,58.929447908690506,0,8,0.9720977843907538,0.13086909135974467,1,26,198.5294479086905,163.98936062222396,CERTIFIED
0.0,0.0,-10.400000000000004,0.0,0.0,0.0,150.0,0.0,0.0,0.0,57.39533067748204,0,8,0.5400044100744493,0.05209546253549446,1,26,196.99533067748203,162.62546380388895,CERTIFIED
0.0,0.0,-13.200000000000006,-10.0,0.0,0.0,150.0,0.0,0.0,0.0,77.64252864220744,2,13,0.06049039063156614,0.13545127959376313,1,33,204.44252864220744,168.8538606165259,CERTIFIED
0.0,0.0,-8.400000000000002,0.0,0.0,0.0,150.0,0.0,0.0,0.0,59.79757134940218,0,8,0.03307227572970972,0.15741056731348302,1,21,201.39757134940217,173.43588440236783,CERTIFIED
0.0,0.0,-12.000000000000005,0.0,0.0,0.0,150.0,0.0,0.0,0.0,57.873282239420824,0,8,0.38596964480147067,0.08683634714112609,1,30,195.87328223942083,156.42998482696862,CERTIFIED
0.0,0.0,-8.000000000000002,0.0,0.0,0.0,150.0,0.0,0.0,0.0,59.35777241623527,0,8,0.8004256947183945,0.20296886131194747,1,20,201.35777241623526,174.77826287949435,CERTIFIED
0.0,0.0,-10.000000000000004,0.0,0.0,0.0,150.0,0.0,0.0,0.0,61.18596682685475,0,8,0.005825386653396936,0.12240245571396369,1,25,201.18596682685475,167.78236074338676,CERTIFIED
0.0,0.0,-8.800000000000002,0.0,0.0,0.0,150.0,0.0,0.0,0.0,57.74118091212375,0,8,0.28805858639786974,0.06917183170956187,1,22,198.94118091212374,169.77203999081732,CERTIFIED
0.0,0.0,-8.800000000000002,0.0,0.0,0.0,150.0,0.0,0.0,0.0,57.59498287220342,0,8,0.8300378879317861,0.149903603106886,1,22,198.7949828722034,169.65240840394222,CERTIFIED
